Sentence #,Sentence,POS,Tag
Sentence: 519,The ban on pedestrians and vehicles was expected to remain in effect until Sunday .,"['DT', 'NN', 'IN', 'NNS', 'CC', 'NNS', 'VBD', 'VBN', 'TO', 'VB', 'IN', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 520,"In the northern city of Tal Afar , a car bomb exploded Saturday , killing two people and wounding 30 others .","['IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', ',', 'DT', 'NN', 'NN', 'VBD', 'NNP', ',', 'VBG', 'CD', 'NNS', 'CC', 'VBG', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 521,The U.S. military says the Iraqi army has captured three suspected al-Qaida in Iraq leaders involved in roadside bomb attacks .,"['DT', 'NNP', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', 'CD', 'JJ', 'NNP', 'IN', 'NNP', 'NNS', 'VBN', 'IN', 'NN', 'NN', 'NNS', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 522,"Statements Wednesday say the suspects were detained in separate operations north of Baghdad in Kirkuk province , and in the towns of Tarmiyah and Judaidah .","['NNS', 'NNP', 'VBP', 'DT', 'NNS', 'VBD', 'VBN', 'IN', 'JJ', 'NNS', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'NN', ',', 'CC', 'IN', 'DT', 'NNS', 'IN', 'NNP', 'CC', 'NNP', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O']"
Sentence: 523,The military says U.S. Special Forces advised the Iraqi army in all three operations .,"['DT', 'NN', 'VBZ', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'CD', 'NNS', '.']","['O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 524,"The U.S. military also says Iraqi special operations forces detained seven suspected criminals in and around Baghdad 's Sadr City district , a stronghold of radical Shi'ite cleric Moqtada al-Sadr .","['DT', 'NNP', 'NN', 'RB', 'VBZ', 'JJ', 'JJ', 'NNS', 'NNS', 'VBD', 'CD', 'JJ', 'NNS', 'IN', 'CC', 'IN', 'NNP', 'POS', 'NNP', 'NNP', 'NN', ',', 'DT', 'NN', 'IN', 'JJ', 'NNP', 'NN', 'NNP', 'NNP', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-per', 'I-per', 'O']"
Sentence: 525,U.S. and Iraqi soldiers have been fighting Shi'ite militants in Sadr City in recent weeks as part of a crackdown on illegal militias .,"['NNP', 'CC', 'JJ', 'NNS', 'VBP', 'VBN', 'VBG', 'NNP', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', '.']","['B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 526,"The United Nations reports a halt to international aid work in the displaced persons ' camps of Zalinge , in Sudan 's Darfur region .","['DT', 'NNP', 'NNPS', 'VBZ', 'DT', 'NN', 'TO', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'POS', 'NNS', 'IN', 'NNP', ',', 'IN', 'NNP', 'POS', 'NNP', 'NN', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O']"
Sentence: 527,The U.N. refugee agency says international groups suspended their activities in the camps after a mob killed three water workers on Thursday .,"['DT', 'NNP', 'NN', 'NN', 'VBZ', 'JJ', 'NNS', 'VBD', 'PRP$', 'NNS', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', 'VBN', 'CD', 'NN', 'NNS', 'IN', 'NNP', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 528,It was unclear what caused the violence .,"['PRP', 'VBD', 'JJ', 'WP', 'VBD', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 529,"Friday , spokesman Ron Redmond said agency is "" extremely concerned "" about what he called the continued deterioration in Darfur 's security situation .","['NNP', ',', 'NN', 'NNP', 'NNP', 'VBD', 'NN', 'VBZ', '``', 'RB', 'JJ', '``', 'IN', 'WP', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'POS', 'NN', 'NN', '.']","['B-tim', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Sentence: 530,"Redmond listed a number of attacks on relief groups over the past week , including one where an aid worker was shot dead in North Darfur .","['NNP', 'VBD', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', ',', 'VBG', 'CD', 'WRB', 'DT', 'NN', 'NN', 'VBD', 'VBN', 'JJ', 'IN', 'NNP', 'NNP', '.']","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 531,World leaders have been pressing Sudan to accept a U.N. peacekeeping force in Darfur .,"['NN', 'NNS', 'VBP', 'VBN', 'VBG', 'NNP', 'TO', 'VB', 'DT', 'NNP', 'NN', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 532,"The government is still rejecting any U.N. deployment to the region , where more than three years of violence has killed nearly 2,00,000 people , and displaced some two million others .","['DT', 'NN', 'VBZ', 'RB', 'VBG', 'DT', 'NNP', 'NN', 'TO', 'DT', 'NN', ',', 'WRB', 'JJR', 'IN', 'CD', 'NNS', 'IN', 'NN', 'VBZ', 'VBN', 'RB', 'CD', 'NNS', ',', 'CC', 'VBD', 'DT', 'CD', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 533,"Iraq 's parliament has approved six new government ministers , including four from the country 's Sunni minority which held power under Saddam Hussein .","['NNP', 'POS', 'NN', 'VBZ', 'VBN', 'CD', 'JJ', 'NN', 'NNS', ',', 'VBG', 'CD', 'IN', 'DT', 'NN', 'POS', 'NNP', 'NN', 'WDT', 'VBD', 'NN', 'IN', 'NNP', 'NNP', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O']"
Sentence: 534,"However , the Sunni Human Rights appointee Hashem Ashibli quickly turned down the post , leaving a single vacancy in the 33-member cabinet .","['RB', ',', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'RB', 'VBD', 'RP', 'DT', 'NN', ',', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 535,He said he could not accept a position awarded on a sectarian basis .,"['PRP', 'VBD', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 536,"A Sunni Arab , Saadoun al-Dulaimi , has been approved as defense minister , and a Shi'ite ( Ibrahim Bahr al-Uloum ) will head the all-important oil ministry .","['DT', 'NNP', 'NN', ',', 'NNP', 'NNP', ',', 'VBZ', 'VBN', 'VBN', 'IN', 'NN', 'NN', ',', 'CC', 'DT', 'NN', 'LRB', 'NNP', 'NNP', 'NNP', 'RRB', 'MD', 'VB', 'DT', 'JJ', 'NN', 'NN', '.']","['O', 'B-gpe', 'I-gpe', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 537,"Top slots in the ministries of industry and electricity were also filled , along with a third deputy prime minister position .","['JJ', 'NNS', 'IN', 'DT', 'NNS', 'IN', 'NN', 'CC', 'NN', 'VBD', 'RB', 'VBN', ',', 'IN', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 538,"Meanwhile , Iraqi police say gunmen assassinated a senior member of the Transportation Ministry Zoba Yass and his driver today in Baghdad .","['RB', ',', 'JJ', 'NNS', 'VBP', 'NNS', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'PRP$', 'NN', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 539,"Separately , U.S. officials say coalition forces killed six insurgents and captured 54 suspects early Sunday near the western border town of al-Qaim .","['RB', ',', 'NNP', 'NNS', 'VBP', 'NN', 'NNS', 'VBD', 'CD', 'NNS', 'CC', 'VBD', 'CD', 'NNS', 'JJ', 'NNP', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 540,"The U.S. government is delivering more bad news on the country 's struggling economy , saying first time claims for unemployment benefits are at a 26-year high .","['DT', 'NNP', 'NN', 'VBZ', 'VBG', 'RBR', 'JJ', 'NN', 'IN', 'DT', 'NN', 'POS', 'VBG', 'NN', ',', 'VBG', 'JJ', 'NN', 'NNS', 'IN', 'NN', 'NNS', 'VBP', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 541,"The Labor Department report , issued Thursday , said the number of laid-off workers applying for benefits for the first time soared to 6,26,000 last week .","['DT', 'NNP', 'NNP', 'NN', ',', 'VBN', 'NNP', ',', 'VBD', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'VBG', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'TO', 'CD', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 542,"Officials said the total number of workers receiving unemployment benefits is now close to 4.8 million , another record .","['NNS', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'VBG', 'NN', 'NNS', 'VBZ', 'RB', 'JJ', 'TO', 'CD', 'CD', ',', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 543,A comprehensive government report on unemployment is due out Friday .,"['DT', 'JJ', 'NN', 'NN', 'IN', 'NN', 'VBZ', 'JJ', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 544,Economists surveyed by news organizations predict the nationwide jobless rate will rise three-tenths of a percent to hit 7.5 percent .,"['NNS', 'VBN', 'IN', 'NN', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'NN', 'MD', 'VB', 'NNS', 'IN', 'DT', 'NN', 'TO', 'VB', 'CD', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 545,"Despite the rising claims for unemployment insurance , U.S. companies are squeezing more productivity out of their shrinking workforces .","['IN', 'DT', 'VBG', 'NNS', 'IN', 'NN', 'NN', ',', 'NNP', 'NNS', 'VBP', 'VBG', 'JJR', 'NN', 'IN', 'IN', 'PRP$', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 546,A second Labor Department report Thursday said productivity - a measure of how much an employee produces per hour - rose more than three percent for the last three months of 2008 .,"['DT', 'JJ', 'NNP', 'NNP', 'NN', 'NNP', 'VBD', 'NN', 'IN', 'DT', 'NN', 'IN', 'WRB', 'RB', 'DT', 'NN', 'VBZ', 'IN', 'NN', ':', 'VBD', 'JJR', 'IN', 'CD', 'NN', 'IN', 'DT', 'JJ', 'CD', 'NNS', 'IN', 'CD', '.']","['O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 547,"At least 17 people , including seven children , were killed and more than 70 others wounded in an explosion Monday at a home used for religious education in Pakistan 's Punjab province .","['IN', 'JJS', 'CD', 'NNS', ',', 'VBG', 'CD', 'NNS', ',', 'VBD', 'VBN', 'CC', 'JJR', 'IN', 'CD', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'NNP', 'IN', 'DT', 'NN', 'VBN', 'IN', 'JJ', 'NN', 'IN', 'NNP', 'POS', 'NNP', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O']"
Sentence: 548,"Officials in the Mian Channu area said they believe the blast , which also flattened more than 20 nearby houses , was caused by a cache of explosives stored in the house .","['NNS', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'VBD', 'PRP', 'VBP', 'DT', 'NN', ',', 'WDT', 'RB', 'VBD', 'JJR', 'IN', 'CD', 'JJ', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'VBN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 549,They said the rescuers were trying to recover people still trapped in the rubble .,"['PRP', 'VBD', 'DT', 'NNS', 'VBD', 'VBG', 'TO', 'VB', 'NNS', 'RB', 'VBN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 550,The house belongs to a Muslim cleric who has been accused of recruiting fighters for a banned militant group .,"['DT', 'NN', 'VBZ', 'TO', 'DT', 'NNP', 'NN', 'WP', 'VBZ', 'VBN', 'VBN', 'IN', 'VBG', 'NNS', 'IN', 'DT', 'VBN', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 551,"It is unclear what triggered the blast , but local police searching through the debris say they found rocket launchers , grenades , and several suicide-bomber jackets .","['PRP', 'VBZ', 'JJ', 'WP', 'VBD', 'DT', 'NN', ',', 'CC', 'JJ', 'NN', 'VBG', 'IN', 'DT', 'NN', 'VBP', 'PRP', 'VBD', 'NN', 'NNS', ',', 'NNS', ',', 'CC', 'JJ', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 552,Pakistani Prime Minister Yusuf Raza Gilani condemned the blast and ordered an inquiry into the incident .,"['JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'CC', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","['B-gpe', 'B-per', 'I-per', 'I-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 553,"A U.S. immigration judge has denied bail for Luis Posada Carriles , an asylum-seeking former CIA operative from Cuba .","['DT', 'NNP', 'NN', 'NN', 'VBZ', 'VBN', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'DT', 'JJ', 'JJ', 'NNP', 'NN', 'IN', 'NNP', '.']","['O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'O']"
Sentence: 554,U.S. authorities arrested the 77-year-old Posada Carriles in May after he illegally entered the country through Mexico .,"['NNP', 'NNS', 'VBN', 'DT', 'JJ', 'NNP', 'NNP', 'IN', 'NNP', 'IN', 'PRP', 'RB', 'VBD', 'DT', 'NN', 'IN', 'NNP', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 555,Posada Carriles is wanted in Venezuela for his alleged role in a 1976 Cuban airliner bombing that killed 73 people .,"['NNP', 'NNP', 'VBZ', 'VBN', 'IN', 'NNP', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'CD', 'JJ', 'NN', 'NN', 'WDT', 'VBD', 'CD', 'NNS', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 556,"Some 20 years ago , a Venezuelan court acquitted him of a role in the bombing .","['DT', 'CD', 'NNS', 'RB', ',', 'DT', 'JJ', 'NN', 'VBN', 'PRP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 557,He later escaped from prison while awaiting a new trial .,"['PRP', 'RB', 'VBD', 'IN', 'NN', 'IN', 'VBG', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 558,"In May , U.S. officials rejected a Venezuelan request for his arrest , citing a lack of evidence against the Cuban exile who holds Venezuelan citizenship .","['IN', 'NNP', ',', 'NNP', 'NNS', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN', ',', 'VBG', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'WP', 'VBZ', 'JJ', 'NN', '.']","['O', 'B-tim', 'O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
Sentence: 559,Pakistani President Pervez Musharraf has sought the support of Pakistanis in the fight against religious extremism and terrorism .,"['JJ', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'CC', 'NN', '.']","['B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 560,"He underlined the need of ridding the society of extremism and terrorism , saying they are hurting Pakistan 's image by their actions .","['PRP', 'VBD', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN', ',', 'VBG', 'PRP', 'VBP', 'VBG', 'NNP', 'POS', 'NN', 'IN', 'PRP$', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 561,"In a broadcast address to the nation Thursday , General Musharraf promised "" stern action "" against those involved in the printing , publication and distribution of hate material , including newspapers , magazines , pamphlets , and audio and video material .","['IN', 'DT', 'NN', 'NN', 'TO', 'DT', 'NN', 'NNP', ',', 'NNP', 'NNP', 'VBD', '``', 'JJ', 'NN', '``', 'IN', 'DT', 'VBN', 'IN', 'DT', 'NN', ',', 'NN', 'CC', 'NN', 'IN', 'NN', 'NN', ',', 'VBG', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NN', 'CC', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 562,He said no outlawed organization will be allowed to collect donations and action will be taken against those who preach hate in mosques .,"['PRP', 'VBD', 'DT', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'TO', 'VB', 'NNS', 'CC', 'NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'WP', 'VBP', 'NN', 'IN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 563,"Some Western leaders have said Pakistan should do more to curb militancy , and that extremists were operating in Islamic schools , or madrassas .","['DT', 'JJ', 'NNS', 'VBP', 'VBN', 'NNP', 'MD', 'VB', 'JJR', 'TO', 'VB', 'NN', ',', 'CC', 'IN', 'NNS', 'VBD', 'VBG', 'IN', 'JJ', 'NNS', ',', 'CC', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 564,General Musharraf said all madrassas in Pakistan must be registered with the government by the end of this year .,"['NNP', 'NNP', 'VBD', 'DT', 'NNS', 'IN', 'NNP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 565,"U.S. health officials have called for updated quarantine procedures , including better access to airline and ship passenger lists , to protect Americans from infectious diseases , including bird flu .","['NNP', 'NN', 'NNS', 'VBP', 'VBN', 'IN', 'VBN', 'NN', 'NNS', ',', 'VBG', 'JJR', 'NN', 'TO', 'NN', 'CC', 'NN', 'NN', 'NNS', ',', 'TO', 'VB', 'NNS', 'IN', 'JJ', 'NNS', ',', 'VBG', 'NN', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 566,"The changes , proposed by the U.S. Centers for Disease Control , would apply to planes and ships arriving from outside the United States as well as some domestic flights .","['DT', 'NNS', ',', 'VBN', 'IN', 'DT', 'NNP', 'NNPS', 'IN', 'NNP', 'NNP', ',', 'MD', 'VB', 'TO', 'NNS', 'CC', 'NNS', 'VBG', 'IN', 'IN', 'DT', 'NNP', 'NNPS', 'RB', 'RB', 'IN', 'DT', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 567,The CDC also called for giving U.S. health officials more authority to administer medical treatment and vaccinations to quarantined people .,"['DT', 'NNP', 'RB', 'VBD', 'IN', 'VBG', 'NNP', 'NN', 'NNS', 'RBR', 'NN', 'TO', 'VB', 'JJ', 'NN', 'CC', 'NNS', 'TO', 'JJ', 'NNS', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
